Date,Open,High,Low,Close,Volume,Adj Close
2012-07-31,603.22998,611.69995,602.72003,610.76001,115581900,82.30048
2012-07-30,590.91998,599.44006,587.82001,595.03003,94785600,80.18085
2012-07-27,575.01001,585.83002,571.58997,585.16003,100984100,78.85086
2012-07-26,579.76001,580.40002,570.36005,574.87994,101658200,77.46561
2012-07-25,574.45996,580.79999,570.00,574.97003,219328200,77.47775
2012-07-24,607.38,609.67993,598.51001,600.91998,141283100,80.97453
2012-07-23,594.40002,605.89996,587.71002,603.83002,121993900,81.36665
2012-07-20,613.02997,614.43994,603.70001,604.29999,99367800,81.42999
2012-07-19,611.27997,615.34998,606.00,614.32001,109215400,82.78019
2012-07-18,606.58997,608.33997,603.56006,606.25995,63175000,81.69409
2012-07-17,610.78992,611.50,603.15002,606.94,73406200,81.78573
2012-07-16,605.12,611.62006,605.02002,606.91003,75315100,81.78168
2012-07-13,602.94995,607.19,600.00,604.97003,77856800,81.52028
2012-07-12,600.23999,603.46997,592.67999,598.89996,107010400,80.70232
2012-07-11,606.12,607.65997,597.21997,604.42993,117330500,81.4475
2012-07-10,617.97003,619.87,605.31006,608.20996,127989400,81.95686
2012-07-09,605.29999,613.89996,604.10999,613.89001,94851400,82.72224
2012-07-06,607.08997,608.44,601.58002,605.88,104732600,81.6429
2012-07-05,600.56,614.34003,599.65002,609.94006,121095800,82.18999
2012-07-03,594.88,600.00,594.00,599.40997,60428200,80.77105
2012-07-02,584.73004,593.47003,583.59998,592.52002,100023000,79.84262
2012-06-29,578.00,584.00,574.25,584.00,105375200,78.69454
2012-06-28,571.66998,574.00,565.60999,569.05005,70709100,76.68002
2012-06-27,575.00,576.74005,571.91998,574.50,50749300,77.41441
2012-06-26,571.32996,574.48999,567.33002,572.02997,69134100,77.08157
2012-06-25,577.29999,579.79999,570.37,570.76996,76095600,76.91178
2012-06-22,579.04004,582.19,575.41998,582.09998,71117900,78.43851
2012-06-21,585.44006,588.22003,577.44,577.67004,81587800,77.84158
2012-06-20,588.20996,589.25,580.79999,585.73999,89735800,78.92901
2012-06-19,583.40002,590.00,583.10004,587.40997,90351100,79.15404
2012-06-18,570.95996,587.89001,570.37,585.78003,110103000,78.9344
2012-06-15,571.00,574.62,569.55005,574.13,83813800,77.36455
2012-06-14,571.23999,573.50,567.26001,571.52997,86393300,77.0142
2012-06-13,574.52002,578.47998,570.38,572.15997,73395000,77.09908
2012-06-12,574.45996,576.62006,566.69995,576.15997,108845100,77.63809
2012-06-11,587.71997,588.50,570.63,571.16998,147816200,76.96568
2012-06-08,571.59998,580.58002,569.00,580.32007,86879100,78.19866
2012-06-07,577.29004,577.32001,570.50,571.72003,94941700,77.03981
2012-06-06,567.77002,573.84998,565.50,571.45996,100363900,77.00476
2012-06-05,561.27002,566.47003,558.33002,562.83002,97053600,75.84187
2012-06-04,561.50,567.50,548.50,564.29004,139248900,76.0386
2012-06-01,569.15997,572.64996,560.52002,560.99005,130246900,75.59393
2012-05-31,580.73999,581.50,571.45996,577.73004,122918600,77.84966
2012-05-30,569.20007,579.98999,566.56,579.16998,132357400,78.04369
2012-05-29,570.89996,574.00,565.31,572.27002,95127200,77.11391
2012-05-25,564.58997,565.84998,558.47003,562.28998,82126800,75.7691
2012-05-24,575.87,576.50,561.22998,565.32001,124057500,76.1774
2012-05-23,557.50,572.79999,553.23004,570.56,146224400,76.88348
2012-05-22,569.55005,573.88,552.58002,556.96997,173717600,75.05222
2012-05-21,534.50,561.54004,534.05005,561.28003,157776500,75.633
2012-05-18,533.95996,543.40997,522.17993,530.38,183073100,71.46919
2012-05-17,545.31,547.50,530.12,530.12,179305000,71.43417
2012-05-16,554.04999,556.88995,541.03998,546.08002,140224000,73.58479
2012-05-15,561.44995,563.21997,551.75,553.17004,119084000,74.54018
2012-05-14,562.57001,567.51001,557.59998,558.21997,88156600,75.22066
2012-05-11,565.00,574.46997,564.34998,566.71002,99886500,76.3647
2012-05-10,574.58002,575.88,568.44,570.52002,83300000,76.87811
2012-05-09,563.70001,573.97998,560.84998,569.18005,120176000,76.69753
2012-05-08,569.57996,571.50,558.72998,568.17999,124313000,76.56278
2012-05-07,561.50,572.77002,561.22998,569.47998,115029600,76.73796
2012-05-04,577.08002,578.36005,565.16998,565.25,132498100,76.16796
2012-05-03,590.50,591.39996,580.29999,581.82001,97637400,78.40079
2012-05-02,580.24005,587.40002,578.86005,585.98004,106847300,78.96136
2012-05-01,584.89996,596.76001,581.23004,582.13,152749800,78.44256
2012-04-30,597.79999,598.39996,583.00,583.97998,126536200,78.69185
2012-04-27,605.06995,606.17993,600.50,603.00,101680600,81.25481
2012-04-26,614.27002,614.69,602.13,607.70007,134017100,81.88815
2012-04-25,615.64001,618.00,606.00,610.00,226444400,82.19807
2012-04-24,562.61005,567.69,555.00,560.28003,269037300,75.49825
2012-04-23,570.60999,576.67004,556.62,571.70001,241632300,77.03711
2012-04-20,591.38,594.62,570.41998,572.97998,257746300,77.20959
2012-04-19,600.21997,604.72998,584.52002,587.44,208679800,79.15808
2012-04-18,613.72003,620.25,602.71002,608.33997,238632800,81.97437
2012-04-17,578.94,610.00,571.91003,609.70001,256382000,82.15764
2012-04-16,610.06,610.28003,578.25,580.12994,262696700,78.17305
2012-04-13,624.10999,624.70001,603.51001,605.23004,214911200,81.55531
2012-04-12,625.00,631.33002,620.50,622.76996,153584200,83.91883
2012-04-11,636.19995,636.87,623.33997,626.19995,174153700,84.38103
2012-04-10,639.92999,644.00,626.00,628.43994,222431300,84.68287
2012-04-09,626.13,639.83997,625.29999,636.22998,149384200,85.73258
2012-04-05,626.97998,634.65997,623.39996,633.67999,160324500,85.38896
2012-04-04,624.35004,625.85999,617.00,624.31,143245200,84.12635
2012-04-03,627.30005,632.20996,622.51001,629.32007,208639900,84.80146
2012-04-02,601.82996,618.77002,600.38,618.62994,149587900,83.36096
2012-03-30,608.76996,610.56006,597.94,599.54999,182759500,80.78992
2012-03-29,612.78003,616.56,607.22998,609.86005,152059600,82.17921
2012-03-28,618.38,621.45001,610.31,617.62,163865100,83.22487
2012-03-27,606.17993,616.28003,606.06,614.48004,151782400,82.80175
2012-03-26,599.79004,607.14996,595.26001,606.98004,148935500,81.79112
2012-03-23,600.48999,601.79999,594.40002,596.04999,107622200,80.31829
2012-03-22,597.77997,604.50,595.52997,599.34003,155967700,80.76163
2012-03-21,602.73999,609.65002,601.40997,602.50,161010500,81.18743
2012-03-20,599.51001,606.89996,591.47998,605.95996,204165500,81.65367
2012-03-19,598.37,601.76996,589.04999,601.09998,225309000,80.99879
2012-03-16,584.72003,589.20001,578.00,585.57007,206371900,78.90611
2012-03-15,599.60999,600.01001,578.54999,585.56,289929500,78.90475
2012-03-14,578.04999,594.71997,575.39996,589.57996,354711000,79.44645
2012-03-13,557.53998,568.17999,555.75,568.09998,172713800,76.552
2012-03-12,548.97998,552.00,547.00,552.00,101820600,74.38251
2012-03-09,544.21008,547.73999,543.10999,545.17004,104729800,73.46217
2012-03-08,534.69006,542.98999,532.12,541.98999,129114300,73.03365
2012-03-07,536.79993,537.77997,523.29999,530.69,199630200,71.51097
2012-03-06,523.65997,533.69,516.21997,530.26001,202559700,71.45303
2012-03-05,545.41998,547.48004,526.00,533.15997,202281100,71.8438
2012-03-02,544.23999,546.80005,542.52002,545.17999,107928100,73.46351
2012-03-01,548.16998,548.20996,538.76996,544.47003,170817500,73.36784
2012-02-29,541.55994,547.61005,535.70001,542.44,238002800,73.0943
2012-02-28,527.96002,535.40997,525.84998,535.40997,150096800,72.14699
2012-02-27,521.31006,528.50,516.28003,525.75995,136895500,70.84664
2012-02-24,519.66998,522.89996,518.64001,522.40997,103768000,70.39523
2012-02-23,515.08002,517.82996,509.50,516.38995,142006900,69.58403
2012-02-22,513.08002,515.49005,509.07001,513.03998,120825600,69.13261
2012-02-21,506.88,514.85004,504.12,514.85004,151398800,69.37652
2012-02-17,503.11005,507.76996,500.29999,502.12,133951300,67.66114
2012-02-16,491.50,504.88995,486.63,502.21005,236138000,67.67327
2012-02-15,514.26001,526.29004,496.89005,497.66998,376530000,67.06149
2012-02-14,504.66003,509.56003,502.00,509.45999,115099600,68.65021
2012-02-13,499.53,503.82996,497.09003,502.60004,129304000,67.72582
2012-02-10,490.95996,497.62,488.55005,493.41998,157825500,66.4888
2012-02-09,480.76001,496.75,480.56,493.17001,221053700,66.45512
2012-02-08,470.50,476.79004,469.69998,476.67996,101972500,64.23307
2012-02-07,465.25,469.74997,464.57999,468.82996,79055900,63.17527
2012-02-06,458.38,464.97998,458.19995,463.97003,62353200,62.52039
2012-02-03,457.29999,460.00,455.56,459.67999,71649900,61.94231
2012-02-02,455.89999,457.16998,453.98001,455.12,46699100,61.32784
2012-02-01,458.40997,458.98999,455.54999,456.19,67511500,61.47202
2012-01-31,455.59003,458.24002,453.07001,456.48004,97920900,61.51111
2012-01-30,445.71002,453.89999,445.38998,453.01001,94835300,61.04352
2012-01-27,444.33997,448.48001,443.76996,447.27997,74927300,60.27139
2012-01-26,448.36002,448.79004,443.13995,444.63,80996300,59.9143
2012-01-25,454.44,454.45001,443.72998,446.66,239578500,60.18785
2012-01-24,425.09998,425.09998,419.54999,420.41,136909500,56.65064
2012-01-23,422.67001,428.44998,422.29999,427.41,76515600,57.59389
2012-01-20,427.48999,427.50,419.75003,420.30002,103493600,56.63581
2012-01-19,430.14999,431.37003,426.51001,427.74997,65434600,57.63971
2012-01-18,426.96002,429.47003,426.30002,429.11002,69197800,57.82297
2012-01-17,424.19998,425.98996,422.96002,424.70001,60724300,57.22872
2012-01-13,419.69998,420.45001,418.66,419.81,56505400,56.56979
2012-01-12,422.27997,422.90002,418.75,421.38998,53146800,56.78269
2012-01-11,422.67999,422.84998,419.31,422.55002,53771200,56.93901
2012-01-10,425.91003,425.99997,421.50003,423.24002,64549100,57.03199
2012-01-09,425.49997,427.74997,421.35001,421.72998,98506100,56.82851
2012-01-06,419.76999,422.75003,419.21997,422.40002,79573200,56.9188
2012-01-05,414.94998,418.55002,412.67004,418.03,67817400,56.32993
2012-01-04,410.00,414.68002,409.28,413.44,65005500,55.71143
2012-01-03,409.39996,412.50,409.00,411.22998,75555200,55.41362
